variant_id,lemma,type,en_US,en_GB,en_AU,en_CA,notes,source
spelling_only-00672,groveled,spelling_only,groveled,grovelled,,,,breame_spellings;uk2us
spelling_only-00673,groveling,spelling_only,groveling,grovelling,,,,breame_spellings;uk2us
spelling_only-00676,grueling,spelling_only,grueling,gruelling,,,,breame_spellings;uk2us
spelling_only-00677,gruelingly,spelling_only,gruelingly,gruellingly,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00680,gynecological,spelling_only,gynecological,gynaecological,,,,breame_spellings;uk2us
spelling_only-00681,gynecologist,spelling_only,gynecologist,gynaecologist,,,,breame_spellings;uk2us
spelling_only-00682,gynecologists,spelling_only,gynecologists,gynaecologists,,,,breame_spellings;uk2us
spelling_only-00683,gynecology,spelling_only,gynecology,gynaecology,,,,breame_spellings;uk2us
spelling_only-00649,gypsies,spelling_only,gypsies,gipsies,,,,breame_spellings;uk2us
spelling_only-00697,harbor,spelling_only,harbor,harbour,,,,breame_spellings;uk2us
spelling_only-00698,harbored,spelling_only,harbored,harboured,,,,breame_spellings;uk2us
spelling_only-00699,harboring,spelling_only,harboring,harbouring,,,,breame_spellings;uk2us
spelling_only-00700,harbors,spelling_only,harbors,harbours,,,,breame_spellings;uk2us
spelling_only-00701,harmonization,spelling_only,harmonization,harmonisation,,,,breame_spellings;uk2us
spelling_only-00702,harmonize,spelling_only,harmonize,harmonise,,,,breame_spellings;uk2us
spelling_only-00703,harmonized,spelling_only,harmonized,harmonised,,,,breame_spellings;uk2us
spelling_only-00704,harmonizes,spelling_only,harmonizes,harmonises,,,,breame_spellings;uk2us
spelling_only-00705,harmonizing,spelling_only,harmonizing,harmonising,,,,breame_spellings;uk2us
spelling_only-00684,hematological,spelling_only,hematological,haematological,,,,breame_spellings;uk2us
spelling_only-00685,hematologist,spelling_only,hematologist,haematologist,,,,breame_spellings;uk2us
spelling_only-00686,hematologists,spelling_only,hematologists,haematologists,,,,breame_spellings;uk2us
spelling_only-00687,hematology,spelling_only,hematology,haematology,,,,breame_spellings;uk2us
spelling_only-00688,hemoglobin,spelling_only,hemoglobin,haemoglobin,,,,breame_spellings;uk2us
spelling_only-00689,hemophilia,spelling_only,hemophilia,haemophilia,,,,breame_spellings;uk2us
spelling_only-00690,hemophiliac,spelling_only,hemophiliac,haemophiliac,,,,breame_spellings;uk2us
spelling_only-00691,hemophiliacs,spelling_only,hemophiliacs,haemophiliacs,,,,breame_spellings;uk2us
spelling_only-00692,hemorrhage,spelling_only,hemorrhage,haemorrhage,,,,breame_spellings;uk2us
spelling_only-00693,hemorrhaged,spelling_only,hemorrhaged,haemorrhaged,,,,breame_spellings;uk2us
spelling_only-00694,hemorrhages,spelling_only,hemorrhages,haemorrhages,,,,breame_spellings;uk2us
spelling_only-00695,hemorrhaging,spelling_only,hemorrhaging,haemorrhaging,,,,breame_spellings;uk2us
spelling_only-00696,hemorrhoids,spelling_only,hemorrhoids,haemorrhoids,,,,breame_spellings;uk2us
spelling_only-00706,homeopath,spelling_only,homeopath,homoeopath,,,,breame_spellings;uk2us
spelling_only-00707,homeopathic,spelling_only,homeopathic,homoeopathic,,,,breame_spellings;uk2us
spelling_only-00708,homeopaths,spelling_only,homeopaths,homoeopaths,,,,breame_spellings;uk2us
spelling_only-00709,homeopathy,spelling_only,homeopathy,homoeopathy,,,,breame_spellings;uk2us
spelling_only-00710,homogenize,spelling_only,homogenize,homogenise,,,,breame_spellings;uk2us
spelling_only-00711,homogenized,spelling_only,homogenized,homogenised,,,,breame_spellings;uk2us
spelling_only-00712,homogenizes,spelling_only,homogenizes,homogenises,,,,breame_spellings;uk2us
spelling_only-00713,homogenizing,spelling_only,homogenizing,homogenising,,,,breame_spellings;uk2us
spelling_only-00714,honor,spelling_only,honor,honour,,,,breame_spellings;uk2us
spelling_only-00715,honorable,spelling_only,honorable,honourable,,,,breame_spellings;uk2us
spelling_only-00716,honorably,spelling_only,honorably,honourably,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00717,honored,spelling_only,honored,honoured,,,,breame_spellings;uk2us
spelling_only-00718,honoring,spelling_only,honoring,honouring,,,,breame_spellings;uk2us
spelling_only-00719,honors,spelling_only,honors,honours,,,,breame_spellings;uk2us
spelling_only-00720,hospitalization,spelling_only,hospitalization,hospitalisation,,,,breame_spellings;uk2us
spelling_only-00721,hospitalize,spelling_only,hospitalize,hospitalise,,,,breame_spellings;uk2us
spelling_only-00722,hospitalized,spelling_only,hospitalized,hospitalised,,,,breame_spellings;uk2us
spelling_only-00723,hospitalizes,spelling_only,hospitalizes,hospitalises,,,,breame_spellings;uk2us
spelling_only-00724,hospitalizing,spelling_only,hospitalizing,hospitalising,,,,breame_spellings;uk2us
spelling_only-00725,humanize,spelling_only,humanize,humanise,,,,breame_spellings;uk2us
spelling_only-00726,humanized,spelling_only,humanized,humanised,,,,breame_spellings;uk2us
spelling_only-00727,humanizes,spelling_only,humanizes,humanises,,,,breame_spellings;uk2us
spelling_only-00728,humanizing,spelling_only,humanizing,humanising,,,,breame_spellings;uk2us
spelling_only-00729,humor,spelling_only,humor,humour,,,,breame_spellings;uk2us
spelling_only-00730,humored,spelling_only,humored,humoured,,,,breame_spellings;uk2us
spelling_only-00731,humoring,spelling_only,humoring,humouring,,,,breame_spellings;uk2us
spelling_only-00732,humorless,spelling_only,humorless,humourless,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00733,humors,spelling_only,humors,humours,,,,breame_spellings;uk2us
spelling_only-00734,hybridize,spelling_only,hybridize,hybridise,,,,breame_spellings;uk2us
spelling_only-00735,hybridized,spelling_only,hybridized,hybridised,,,,breame_spellings;uk2us
spelling_only-00736,hybridizes,spelling_only,hybridizes,hybridises,,,,breame_spellings;uk2us
spelling_only-00737,hybridizing,spelling_only,hybridizing,hybridising,,,,breame_spellings;uk2us
spelling_only-00738,hypnotize,spelling_only,hypnotize,hypnotise,,,,breame_spellings;uk2us
spelling_only-00739,hypnotized,spelling_only,hypnotized,hypnotised,,,,breame_spellings;uk2us
spelling_only-00740,hypnotizes,spelling_only,hypnotizes,hypnotises,,,,breame_spellings;uk2us
spelling_only-00741,hypnotizing,spelling_only,hypnotizing,hypnotising,,,,breame_spellings;uk2us
spelling_only-00742,hypothesize,spelling_only,hypothesize,hypothesise,,,,breame_spellings;uk2us
spelling_only-00743,hypothesized,spelling_only,hypothesized,hypothesised,,,,breame_spellings;uk2us
spelling_only-00744,hypothesizes,spelling_only,hypothesizes,hypothesises,,,,breame_spellings;uk2us
spelling_only-00745,hypothesizing,spelling_only,hypothesizing,hypothesising,,,,breame_spellings;uk2us
spelling_only-00746,idealization,spelling_only,idealization,idealisation,,,,breame_spellings;uk2us
spelling_only-00747,idealize,spelling_only,idealize,idealise,,,,breame_spellings;uk2us
spelling_only-00748,idealized,spelling_only,idealized,idealised,,,,breame_spellings;uk2us
spelling_only-00749,idealizes,spelling_only,idealizes,idealises,,,,breame_spellings;uk2us
spelling_only-00750,idealizing,spelling_only,idealizing,idealising,,,,breame_spellings;uk2us
spelling_only-00751,idolize,spelling_only,idolize,idolise,,,,breame_spellings;uk2us
spelling_only-00752,idolized,spelling_only,idolized,idolised,,,,breame_spellings;uk2us
spelling_only-00753,idolizes,spelling_only,idolizes,idolises,,,,breame_spellings;uk2us
spelling_only-00754,idolizing,spelling_only,idolizing,idolising,,,,breame_spellings;uk2us
spelling_only-00755,immobilization,spelling_only,immobilization,immobilisation,,,,breame_spellings;uk2us
spelling_only-00756,immobilize,spelling_only,immobilize,immobilise,,,,breame_spellings;uk2us
spelling_only-00757,immobilized,spelling_only,immobilized,immobilised,,,,breame_spellings;uk2us
spelling_only-00758,immobilizer,spelling_only,immobilizer,immobiliser,,,,breame_spellings;uk2us
spelling_only-00759,immobilizers,spelling_only,immobilizers,immobilisers,,,,breame_spellings;uk2us
spelling_only-00760,immobilizes,spelling_only,immobilizes,immobilises,,,,breame_spellings;uk2us
spelling_only-00761,immobilizing,spelling_only,immobilizing,immobilising,,,,breame_spellings;uk2us
spelling_only-00762,immortalize,spelling_only,immortalize,immortalise,,,,breame_spellings;uk2us
spelling_only-00763,immortalized,spelling_only,immortalized,immortalised,,,,breame_spellings;uk2us
spelling_only-00764,immortalizes,spelling_only,immortalizes,immortalises,,,,breame_spellings;uk2us
spelling_only-00765,immortalizing,spelling_only,immortalizing,immortalising,,,,breame_spellings;uk2us
spelling_only-00766,immunization,spelling_only,immunization,immunisation,,,,breame_spellings;uk2us
spelling_only-00767,immunize,spelling_only,immunize,immunise,,,,breame_spellings;uk2us
spelling_only-00768,immunized,spelling_only,immunized,immunised,,,,breame_spellings;uk2us
spelling_only-00769,immunizes,spelling_only,immunizes,immunises,,,,breame_spellings;uk2us
spelling_only-00770,immunizing,spelling_only,immunizing,immunising,,,,breame_spellings;uk2us
spelling_only-00771,impaneled,spelling_only,impaneled,impanelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00772,impaneling,spelling_only,impaneling,impanelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00773,imperiled,spelling_only,imperiled,imperilled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00774,imperiling,spelling_only,imperiling,imperilling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00775,individualize,spelling_only,individualize,individualise,,,,breame_spellings;uk2us
spelling_only-00776,individualized,spelling_only,individualized,individualised,,,,breame_spellings;uk2us
spelling_only-00777,individualizes,spelling_only,individualizes,individualises,,,,breame_spellings;uk2us
spelling_only-00778,individualizing,spelling_only,individualizing,individualising,,,,breame_spellings;uk2us
spelling_only-00779,industrialize,spelling_only,industrialize,industrialise,,,,breame_spellings;uk2us
spelling_only-00780,industrialized,spelling_only,industrialized,industrialised,,,,breame_spellings;uk2us
spelling_only-00781,industrializes,spelling_only,industrializes,industrialises,,,,breame_spellings;uk2us
spelling_only-00782,industrializing,spelling_only,industrializing,industrialising,,,,breame_spellings;uk2us
spelling_only-00783,inflection,spelling_only,inflection,inflexion,,,,breame_spellings;uk2us
spelling_only-00784,inflections,spelling_only,inflections,inflexions,,,,breame_spellings;uk2us
spelling_only-00789,initialed,spelling_only,initialed,initialled,,,,breame_spellings;uk2us
spelling_only-00790,initialing,spelling_only,initialing,initialling,,,,breame_spellings;uk2us
spelling_only-00785,initialize,spelling_only,initialize,initialise,,,,breame_spellings;uk2us
spelling_only-00786,initialized,spelling_only,initialized,initialised,,,,breame_spellings;uk2us
spelling_only-00787,initializes,spelling_only,initializes,initialises,,,,breame_spellings;uk2us
spelling_only-00788,initializing,spelling_only,initializing,initialising,,,,breame_spellings;uk2us
spelling_only-00791,install,spelling_only,install,instal,,,,breame_spellings;uk2us
spelling_only-00792,installment,spelling_only,installment,instalment,,,,breame_spellings;uk2us
spelling_only-00793,installments,spelling_only,installments,instalments,,,,breame_spellings;uk2us
spelling_only-00794,installs,spelling_only,installs,instals,,,,breame_spellings;uk2us
spelling_only-00795,instill,spelling_only,instill,instil,,,,breame_spellings;uk2us
spelling_only-00796,instills,spelling_only,instills,instils,,,,breame_spellings;uk2us
spelling_only-00797,institutionalization,spelling_only,institutionalization,institutionalisation,,,,breame_spellings;uk2us
spelling_only-00798,institutionalize,spelling_only,institutionalize,institutionalise,,,,breame_spellings;uk2us
spelling_only-00799,institutionalized,spelling_only,institutionalized,institutionalised,,,,breame_spellings;uk2us
spelling_only-00800,institutionalizes,spelling_only,institutionalizes,institutionalises,,,,breame_spellings;uk2us
spelling_only-00801,institutionalizing,spelling_only,institutionalizing,institutionalising,,,,breame_spellings;uk2us
spelling_only-00802,intellectualize,spelling_only,intellectualize,intellectualise,,,,breame_spellings;uk2us
spelling_only-00803,intellectualized,spelling_only,intellectualized,intellectualised,,,,breame_spellings;uk2us
spelling_only-00804,intellectualizes,spelling_only,intellectualizes,intellectualises,,,,breame_spellings;uk2us
spelling_only-00805,intellectualizing,spelling_only,intellectualizing,intellectualising,,,,breame_spellings;uk2us
spelling_only-00806,internalization,spelling_only,internalization,internalisation,,,,breame_spellings;uk2us
spelling_only-00807,internalize,spelling_only,internalize,internalise,,,,breame_spellings;uk2us
spelling_only-00808,internalized,spelling_only,internalized,internalised,,,,breame_spellings;uk2us
spelling_only-00809,internalizes,spelling_only,internalizes,internalises,,,,breame_spellings;uk2us
spelling_only-00810,internalizing,spelling_only,internalizing,internalising,,,,breame_spellings;uk2us
spelling_only-00811,internationalization,spelling_only,internationalization,internationalisation,,,,breame_spellings;uk2us
spelling_only-00812,internationalize,spelling_only,internationalize,internationalise,,,,breame_spellings;uk2us
spelling_only-00813,internationalized,spelling_only,internationalized,internationalised,,,,breame_spellings;uk2us
spelling_only-00814,internationalizes,spelling_only,internationalizes,internationalises,,,,breame_spellings;uk2us
spelling_only-00815,internationalizing,spelling_only,internationalizing,internationalising,,,,breame_spellings;uk2us
spelling_only-00816,ionization,spelling_only,ionization,ionisation,,,,breame_spellings;uk2us
spelling_only-00817,ionize,spelling_only,ionize,ionise,,,,breame_spellings;uk2us
spelling_only-00818,ionized,spelling_only,ionized,ionised,,,,breame_spellings;uk2us
spelling_only-00819,ionizer,spelling_only,ionizer,ioniser,,,,breame_spellings;uk2us
spelling_only-00820,ionizers,spelling_only,ionizers,ionisers,,,,breame_spellings;uk2us
spelling_only-00821,ionizes,spelling_only,ionizes,ionises,,,,breame_spellings;uk2us
spelling_only-00822,ionizing,spelling_only,ionizing,ionising,,,,breame_spellings;uk2us
spelling_only-00823,italicize,spelling_only,italicize,italicise,,,,breame_spellings;uk2us
spelling_only-00824,italicized,spelling_only,italicized,italicised,,,,breame_spellings;uk2us
spelling_only-00825,italicizes,spelling_only,italicizes,italicises,,,,breame_spellings;uk2us
spelling_only-00826,italicizing,spelling_only,italicizing,italicising,,,,breame_spellings;uk2us
spelling_only-00827,itemize,spelling_only,itemize,itemise,,,,breame_spellings;uk2us
spelling_only-00828,itemized,spelling_only,itemized,itemised,,,,breame_spellings;uk2us
spelling_only-00829,itemizes,spelling_only,itemizes,itemises,,,,breame_spellings;uk2us
spelling_only-00830,itemizing,spelling_only,itemizing,itemising,,,,breame_spellings;uk2us
spelling_only-00629,jail,spelling_only,jail,gaol,,,,uk2us
spelling_only-00630,jailbird,spelling_only,jailbird,gaolbird,,,,breame_spellings;uk2us
spelling_only-00631,jailbirds,spelling_only,jailbirds,gaolbirds,,,,breame_spellings;uk2us
spelling_only-00632,jailbreak,spelling_only,jailbreak,gaolbreak,,,,breame_spellings;uk2us
spelling_only-00633,jailbreaks,spelling_only,jailbreaks,gaolbreaks,,,,breame_spellings;uk2us
spelling_only-00634,jailed,spelling_only,jailed,gaoled,,,,breame_spellings;uk2us
spelling_only-00635,jailer,spelling_only,jailer,gaoler,,,,breame_spellings;uk2us
spelling_only-00636,jailers,spelling_only,jailers,gaolers,,,,breame_spellings;uk2us
spelling_only-00637,jailing,spelling_only,jailing,gaoling,,,,breame_spellings;uk2us
spelling_only-00638,jails,spelling_only,jails,gaols,,,,breame_spellings;uk2us
spelling_only-00831,jeopardize,spelling_only,jeopardize,jeopardise,,,,breame_spellings;uk2us
spelling_only-00832,jeopardized,spelling_only,jeopardized,jeopardised,,,,breame_spellings;uk2us
spelling_only-00833,jeopardizes,spelling_only,jeopardizes,jeopardises,,,,breame_spellings;uk2us
spelling_only-00834,jeopardizing,spelling_only,jeopardizing,jeopardising,,,,breame_spellings;uk2us
spelling_only-00835,jeweled,spelling_only,jeweled,jewelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00836,jeweler,spelling_only,jeweler,jeweller,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00837,jewelers,spelling_only,jewelers,jewellers,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00838,jewelry,spelling_only,jewelry,jewellery,,,,breame_spellings;uk2us
spelling_only-00839,judgment,spelling_only,judgment,judgement,,,,breame_spellings;uk2us
spelling_only-00840,kilogram,spelling_only,kilogram,kilogramme,,,,breame_spellings;uk2us
spelling_only-00841,kilograms,spelling_only,kilograms,kilogrammes,,,,breame_spellings;uk2us
spelling_only-00842,kilometer,spelling_only,kilometer,kilometre,,,,breame_spellings;uk2us
spelling_only-00843,kilometers,spelling_only,kilometers,kilometres,,,,breame_spellings;uk2us
spelling_only-00844,labeled,spelling_only,labeled,labelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00845,labeling,spelling_only,labeling,labelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00846,labor,spelling_only,labor,labour,,,,breame_spellings;uk2us
spelling_only-00847,labored,spelling_only,labored,laboured,,,,breame_spellings;uk2us
spelling_only-00848,laborer,spelling_only,laborer,labourer,,,,breame_spellings;uk2us
spelling_only-00849,laborers,spelling_only,laborers,labourers,,,,breame_spellings;uk2us
spelling_only-00850,laboring,spelling_only,laboring,labouring,,,,breame_spellings;uk2us
spelling_only-00851,labors,spelling_only,labors,labours,,,,breame_spellings;uk2us
spelling_only-00852,lackluster,spelling_only,lackluster,lacklustre,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00853,legalization,spelling_only,legalization,legalisation,,,,breame_spellings;uk2us
spelling_only-00854,legalize,spelling_only,legalize,legalise,,,,breame_spellings;uk2us
spelling_only-00855,legalized,spelling_only,legalized,legalised,,,,breame_spellings;uk2us
spelling_only-00856,legalizes,spelling_only,legalizes,legalises,,,,breame_spellings;uk2us
spelling_only-00857,legalizing,spelling_only,legalizing,legalising,,,,breame_spellings;uk2us
spelling_only-00858,legitimize,spelling_only,legitimize,legitimise,,,,breame_spellings;uk2us
spelling_only-00859,legitimized,spelling_only,legitimized,legitimised,,,,breame_spellings;uk2us
spelling_only-00860,legitimizes,spelling_only,legitimizes,legitimises,,,,breame_spellings;uk2us
spelling_only-00861,legitimizing,spelling_only,legitimizing,legitimising,,,,breame_spellings;uk2us
spelling_only-00862,leukemia,spelling_only,leukemia,leukaemia,,,,breame_spellings;uk2us
spelling_only-00863,leveled,spelling_only,leveled,levelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00864,leveler,spelling_only,leveler,leveller,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00865,levelers,spelling_only,levelers,levellers,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00866,leveling,spelling_only,leveling,levelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00867,libeled,spelling_only,libeled,libelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00868,libeling,spelling_only,libeling,libelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00869,libelous,spelling_only,libelous,libellous,,,,breame_spellings;uk2us
spelling_only-00870,liberalization,spelling_only,liberalization,liberalisation,,,,breame_spellings;uk2us
spelling_only-00871,liberalize,spelling_only,liberalize,liberalise,,,,breame_spellings;uk2us
spelling_only-00872,liberalized,spelling_only,liberalized,liberalised,,,,breame_spellings;uk2us
spelling_only-00873,liberalizes,spelling_only,liberalizes,liberalises,,,,breame_spellings;uk2us
spelling_only-00874,liberalizing,spelling_only,liberalizing,liberalising,,,,breame_spellings;uk2us
spelling_only-00875,license,spelling_only,license,licence,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00876,licensed,spelling_only,licensed,licenced,,,,breame_spellings;uk2us
spelling_only-00877,licenses,spelling_only,licenses,licences,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00878,licensing,spelling_only,licensing,licencing,,,,breame_spellings;uk2us
spelling_only-00879,likable,spelling_only,likable,likeable,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00880,lionization,spelling_only,lionization,lionisation,,,,breame_spellings;uk2us
spelling_only-00881,lionize,spelling_only,lionize,lionise,,,,breame_spellings;uk2us
spelling_only-00882,lionized,spelling_only,lionized,lionised,,,,breame_spellings;uk2us
spelling_only-00883,lionizes,spelling_only,lionizes,lionises,,,,breame_spellings;uk2us
spelling_only-00884,lionizing,spelling_only,lionizing,lionising,,,,breame_spellings;uk2us
spelling_only-00885,liquidize,spelling_only,liquidize,liquidise,,,,breame_spellings;uk2us
spelling_only-00886,liquidized,spelling_only,liquidized,liquidised,,,,breame_spellings;uk2us
spelling_only-00887,liquidizer,spelling_only,liquidizer,liquidiser,,,,breame_spellings;uk2us
spelling_only-00888,liquidizers,spelling_only,liquidizers,liquidisers,,,,breame_spellings;uk2us
spelling_only-00889,liquidizes,spelling_only,liquidizes,liquidises,,,,breame_spellings;uk2us
spelling_only-00890,liquidizing,spelling_only,liquidizing,liquidising,,,,breame_spellings;uk2us
spelling_only-00891,liter,spelling_only,liter,litre,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00892,liters,spelling_only,liters,litres,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00893,localize,spelling_only,localize,localise,,,,breame_spellings;uk2us
spelling_only-00894,localized,spelling_only,localized,localised,,,,breame_spellings;uk2us
spelling_only-00895,localizes,spelling_only,localizes,localises,,,,breame_spellings;uk2us
spelling_only-00896,localizing,spelling_only,localizing,localising,,,,breame_spellings;uk2us
spelling_only-00897,louver,spelling_only,louver,louvre,,,,breame_spellings;uk2us
spelling_only-00898,louvered,spelling_only,louvered,louvred,,,,breame_spellings;uk2us
spelling_only-00899,louvers,spelling_only,louvers,louvres,,,,breame_spellings;uk2us
spelling_only-00900,luster,spelling_only,luster,lustre,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00901,magnetize,spelling_only,magnetize,magnetise,,,,breame_spellings;uk2us
spelling_only-00902,magnetized,spelling_only,magnetized,magnetised,,,,breame_spellings;uk2us
spelling_only-00903,magnetizes,spelling_only,magnetizes,magnetises,,,,breame_spellings;uk2us
spelling_only-00904,magnetizing,spelling_only,magnetizing,magnetising,,,,breame_spellings;uk2us
spelling_only-00907,maneuver,spelling_only,maneuver,manoeuvre,,,,breame_spellings;uk2us
spelling_only-00905,maneuverability,spelling_only,maneuverability,manoeuvrability,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00906,maneuverable,spelling_only,maneuverable,manoeuvrable,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00908,maneuvered,spelling_only,maneuvered,manoeuvred,,,,breame_spellings;uk2us
spelling_only-00910,maneuvering,spelling_only,maneuvering,manoeuvring,,,,breame_spellings;uk2us
spelling_only-00911,maneuverings,spelling_only,maneuverings,manoeuvrings,,,,breame_spellings;uk2us
spelling_only-00909,maneuvers,spelling_only,maneuvers,manoeuvres,,,,breame_spellings;uk2us
spelling_only-00912,marginalization,spelling_only,marginalization,marginalisation,,,,breame_spellings;uk2us
spelling_only-00913,marginalize,spelling_only,marginalize,marginalise,,,,breame_spellings;uk2us
spelling_only-00914,marginalized,spelling_only,marginalized,marginalised,,,,breame_spellings;uk2us
spelling_only-00915,marginalizes,spelling_only,marginalizes,marginalises,,,,breame_spellings;uk2us
spelling_only-00916,marginalizing,spelling_only,marginalizing,marginalising,,,,breame_spellings;uk2us
spelling_only-00917,marshaled,spelling_only,marshaled,marshalled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00918,marshaling,spelling_only,marshaling,marshalling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00919,marveled,spelling_only,marveled,marvelled,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00920,marveling,spelling_only,marveling,marvelling,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00921,marvelous,spelling_only,marvelous,marvellous,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00922,marvelously,spelling_only,marvelously,marvellously,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00923,materialization,spelling_only,materialization,materialisation,,,,breame_spellings;uk2us
spelling_only-00924,materialize,spelling_only,materialize,materialise,,,,breame_spellings;uk2us
spelling_only-00925,materialized,spelling_only,materialized,materialised,,,,breame_spellings;uk2us
spelling_only-00926,materializes,spelling_only,materializes,materialises,,,,breame_spellings;uk2us
spelling_only-00927,materializing,spelling_only,materializing,materialising,,,,breame_spellings;uk2us
spelling_only-00928,maximization,spelling_only,maximization,maximisation,,,,breame_spellings;uk2us
spelling_only-00929,maximize,spelling_only,maximize,maximise,,,,breame_spellings;uk2us
spelling_only-00930,maximized,spelling_only,maximized,maximised,,,,breame_spellings;uk2us
spelling_only-00931,maximizes,spelling_only,maximizes,maximises,,,,breame_spellings;uk2us
spelling_only-00932,maximizing,spelling_only,maximizing,maximising,,,,breame_spellings;uk2us
spelling_only-00933,meager,spelling_only,meager,meagre,,,,breame_spellings;uk2us
spelling_only-00934,mechanization,spelling_only,mechanization,mechanisation,,,,breame_spellings;uk2us
spelling_only-00935,mechanize,spelling_only,mechanize,mechanise,,,,breame_spellings;uk2us
spelling_only-00936,mechanized,spelling_only,mechanized,mechanised,,,,breame_spellings;uk2us
spelling_only-00937,mechanizes,spelling_only,mechanizes,mechanises,,,,breame_spellings;uk2us
spelling_only-00938,mechanizing,spelling_only,mechanizing,mechanising,,,,breame_spellings;uk2us
spelling_only-00939,medieval,spelling_only,medieval,mediaeval,,,,breame_spellings;uk2us
spelling_only-00940,memorialize,spelling_only,memorialize,memorialise,,,,breame_spellings;uk2us
spelling_only-00941,memorialized,spelling_only,memorialized,memorialised,,,,breame_spellings;uk2us
spelling_only-00942,memorializes,spelling_only,memorializes,memorialises,,,,breame_spellings;uk2us
spelling_only-00943,memorializing,spelling_only,memorializing,memorialising,,,,breame_spellings;uk2us
spelling_only-00944,memorize,spelling_only,memorize,memorise,,,,breame_spellings;uk2us
spelling_only-00945,memorized,spelling_only,memorized,memorised,,,,breame_spellings;uk2us
spelling_only-00946,memorizes,spelling_only,memorizes,memorises,,,,breame_spellings;uk2us
spelling_only-00947,memorizing,spelling_only,memorizing,memorising,,,,breame_spellings;uk2us
spelling_only-00948,mesmerize,spelling_only,mesmerize,mesmerise,,,,breame_spellings;uk2us
spelling_only-00949,mesmerized,spelling_only,mesmerized,mesmerised,,,,breame_spellings;uk2us
spelling_only-00950,mesmerizes,spelling_only,mesmerizes,mesmerises,,,,breame_spellings;uk2us
spelling_only-00951,mesmerizing,spelling_only,mesmerizing,mesmerising,,,,breame_spellings;uk2us
spelling_only-00952,metabolize,spelling_only,metabolize,metabolise,,,,breame_spellings;uk2us
spelling_only-00953,metabolized,spelling_only,metabolized,metabolised,,,,breame_spellings;uk2us
spelling_only-00954,metabolizes,spelling_only,metabolizes,metabolises,,,,breame_spellings;uk2us
spelling_only-00955,metabolizing,spelling_only,metabolizing,metabolising,,,,breame_spellings;uk2us
spelling_only-00956,meter,spelling_only,meter,metre,,,,breame_spellings;uk2us
spelling_only-00957,meters,spelling_only,meters,metres,,,,breame_spellings;uk2us
spelling_only-00958,micrometer,spelling_only,micrometer,micrometre,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00959,micrometers,spelling_only,micrometers,micrometres,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00960,militarize,spelling_only,militarize,militarise,,,,breame_spellings;uk2us
spelling_only-00961,militarized,spelling_only,militarized,militarised,,,,breame_spellings;uk2us
spelling_only-00962,militarizes,spelling_only,militarizes,militarises,,,,breame_spellings;uk2us
spelling_only-00963,militarizing,spelling_only,militarizing,militarising,,,,breame_spellings;uk2us
spelling_only-00964,milligram,spelling_only,milligram,milligramme,,,,breame_spellings;uk2us
spelling_only-00965,milligrams,spelling_only,milligrams,milligrammes,,,,breame_spellings;uk2us
spelling_only-00966,milliliter,spelling_only,milliliter,millilitre,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00967,milliliters,spelling_only,milliliters,millilitres,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00968,millimeter,spelling_only,millimeter,millimetre,,,,breame_spellings;scowl_varcon;uk2us
spelling_only-00969,millimeters,spelling_only,millimeters,millimetres,,,,breame_spellings;scowl_varcon;uk2us
